"Date","Price","Open","High","Low","Vol.","Change %"
"11/18/1985","0.09","0.09","0.09","0.09","64.56M","0.00%"
"11/15/1985","0.09","0.09","0.09","0.09","81.58M","0.00%"
"11/14/1985","0.09","0.09","0.09","0.09","139.51M","0.00%"
"11/13/1985","0.09","0.09","0.09","0.09","101.56M","0.00%"
"11/12/1985","0.09","0.09","0.09","0.09","173.64M","0.00%"
"11/11/1985","0.09","0.09","0.09","0.09","178.77M","0.00%"
"11/08/1985","0.09","0.09","0.09","0.09","294.11M","0.00%"
"11/07/1985","0.09","0.09","0.09","0.08","317.14M","0.00%"
"11/06/1985","0.09","0.08","0.09","0.08","200.46M","12.50%"
"11/05/1985","0.08","0.08","0.09","0.08","107.54M","0.00%"
"11/04/1985","0.08","0.08","0.09","0.08","155.72M","0.00%"
"11/01/1985","0.08","0.08","0.08","0.08","92.56M","0.00%"
"10/31/1985","0.08","0.08","0.09","0.08","155.08M","0.00%"
"10/30/1985","0.08","0.08","0.08","0.08","226.58M","0.00%"
"10/29/1985","0.08","0.08","0.08","0.08","130.88M","0.00%"
"10/28/1985","0.08","0.08","0.08","0.08","59.47M","0.00%"
"10/25/1985","0.08","0.08","0.08","0.08","63.28M","0.00%"
"10/24/1985","0.08","0.08","0.08","0.08","48.63M","0.00%"
"10/23/1985","0.08","0.08","0.08","0.08","148.38M","0.00%"
"10/22/1985","0.08","0.08","0.08","0.08","424.55M","0.00%"
"10/21/1985","0.08","0.08","0.08","0.08","118.88M","0.00%"
"10/18/1985","0.08","0.08","0.08","0.08","230.43M","0.00%"
"10/17/1985","0.08","0.08","0.09","0.08","348.19M","0.00%"
"10/16/1985","0.08","0.08","0.08","0.08","288.45M","0.00%"
"10/15/1985","0.08","0.08","0.08","0.07","293.89M","14.29%"
"10/14/1985","0.07","0.07","0.07","0.07","155.19M","0.00%"
"10/11/1985","0.07","0.07","0.07","0.07","118.29M","0.00%"
"10/10/1985","0.07","0.07","0.07","0.06","261.74M","0.00%"
"10/09/1985","0.07","0.07","0.07","0.07","82.81M","0.00%"
"10/08/1985","0.07","0.07","0.07","0.07","86.98M","0.00%"
"10/07/1985","0.07","0.07","0.07","0.07","91.93M","0.00%"
"10/04/1985","0.07","0.07","0.07","0.07","69.53M","0.00%"
"10/03/1985","0.07","0.07","0.07","0.07","48.92M","0.00%"
"10/02/1985","0.07","0.07","0.07","0.07","21.50M","0.00%"
"10/01/1985","0.07","0.07","0.07","0.07","88.35M","0.00%"
"09/30/1985","0.07","0.07","0.07","0.07","36.65M","0.00%"
"09/27/1985","0.07","0.07","0.07","0.07","6.90M","0.00%"
"09/26/1985","0.07","0.07","0.07","0.07","53.49M","0.00%"
"09/25/1985","0.07","0.07","0.07","0.07","104.50M","0.00%"
"09/24/1985","0.07","0.08","0.08","0.07","88.10M","-12.50%"
"09/23/1985","0.08","0.08","0.08","0.07","118.59M","14.29%"
"09/20/1985","0.07","0.08","0.08","0.07","135.23M","-12.50%"
"09/19/1985","0.08","0.07","0.08","0.07","186.32M","14.29%"
"09/18/1985","0.07","0.07","0.07","0.07","120.09M","0.00%"
"09/17/1985","0.07","0.07","0.07","0.07","183.75M","0.00%"
"09/16/1985","0.07","0.07","0.07","0.07","36.98M","0.00%"
"09/13/1985","0.07","0.07","0.07","0.07","70.54M","0.00%"
"09/12/1985","0.07","0.07","0.07","0.07","111.17M","0.00%"
"09/11/1985","0.07","0.07","0.07","0.07","87.09M","0.00%"
"09/10/1985","0.07","0.07","0.07","0.07","121.77M","0.00%"
"09/09/1985","0.07","0.07","0.07","0.07","132.32M","0.00%"
"09/06/1985","0.07","0.07","0.07","0.07","92.80M","0.00%"
"09/05/1985","0.07","0.07","0.07","0.07","32.82M","0.00%"
"09/04/1985","0.07","0.07","0.07","0.07","47.56M","0.00%"
"09/03/1985","0.07","0.07","0.07","0.07","37.45M","0.00%"
"08/30/1985","0.07","0.07","0.07","0.07","42.87M","0.00%"
"08/29/1985","0.07","0.07","0.07","0.07","56.11M","0.00%"
"08/28/1985","0.07","0.07","0.07","0.07","40.95M","0.00%"
"08/27/1985","0.07","0.07","0.07","0.07","42.92M","0.00%"
"08/26/1985","0.07","0.07","0.07","0.07","35.66M","0.00%"
"08/23/1985","0.07","0.07","0.07","0.07","44.02M","0.00%"
"08/22/1985","0.07","0.07","0.07","0.07","123.31M","0.00%"
"08/21/1985","0.07","0.07","0.07","0.07","77.01M","0.00%"
"08/20/1985","0.07","0.07","0.07","0.07","66.95M","0.00%"
"08/19/1985","0.07","0.07","0.07","0.07","47.87M","0.00%"
"08/16/1985","0.07","0.06","0.07","0.06","83.75M","16.67%"
"08/15/1985","0.06","0.07","0.07","0.06","105.19M","-14.29%"
"08/14/1985","0.07","0.07","0.07","0.06","289.90M","0.00%"
"08/13/1985","0.07","0.07","0.07","0.07","42.38M","0.00%"
"08/12/1985","0.07","0.07","0.07","0.07","54.99M","0.00%"
"08/09/1985","0.07","0.07","0.07","0.07","60.95M","0.00%"
"08/08/1985","0.07","0.07","0.07","0.06","147.77M","0.00%"
"08/07/1985","0.07","0.07","0.07","0.07","151.74M","0.00%"
"08/06/1985","0.07","0.07","0.07","0.07","63.08M","0.00%"
"08/05/1985","0.07","0.07","0.07","0.07","92.33M","0.00%"
"08/02/1985","0.07","0.07","0.07","0.07","97.42M","0.00%"
"08/01/1985","0.07","0.07","0.07","0.07","51.56M","0.00%"
"07/31/1985","0.07","0.07","0.07","0.07","80.51M","0.00%"
"07/30/1985","0.07","0.07","0.07","0.07","89.47M","0.00%"
"07/29/1985","0.07","0.07","0.07","0.07","77.75M","0.00%"
"07/26/1985","0.07","0.07","0.07","0.07","130.52M","0.00%"
"07/25/1985","0.07","0.07","0.07","0.07","315.08M","0.00%"
"07/24/1985","0.07","0.07","0.07","0.07","168.72M","0.00%"
"07/23/1985","0.07","0.08","0.08","0.07","168.69M","-12.50%"
"07/22/1985","0.08","0.08","0.08","0.07","192.30M","0.00%"
"07/19/1985","0.08","0.08","0.08","0.08","114.91M","0.00%"
"07/18/1985","0.08","0.08","0.08","0.08","179.07M","0.00%"
"07/17/1985","0.08","0.08","0.08","0.08","118.18M","0.00%"
"07/16/1985","0.08","0.08","0.08","0.08","143.36M","0.00%"
"07/15/1985","0.08","0.08","0.08","0.08","77.68M","0.00%"
"07/12/1985","0.08","0.08","0.08","0.08","47.04M","0.00%"
"07/11/1985","0.08","0.08","0.08","0.08","64.89M","0.00%"
"07/10/1985","0.08","0.08","0.08","0.08","106.04M","0.00%"
"07/09/1985","0.08","0.08","0.08","0.08","147.91M","0.00%"
"07/08/1985","0.08","0.08","0.08","0.08","92.22M","0.00%"
"07/05/1985","0.08","0.08","0.08","0.08","36.58M","0.00%"
"07/03/1985","0.08","0.08","0.08","0.08","68.50M","0.00%"
"07/02/1985","0.08","0.08","0.08","0.08","77.73M","0.00%"
"07/01/1985","0.08","0.08","0.08","0.08","103.44M","0.00%"
"06/28/1985","0.08","0.08","0.08","0.08","135.74M","0.00%"
"06/27/1985","0.08","0.08","0.08","0.08","192.46M","0.00%"
"06/26/1985","0.08","0.08","0.08","0.08","132.20M","0.00%"
"06/25/1985","0.08","0.08","0.08","0.08","293.91M","0.00%"
"06/24/1985","0.08","0.07","0.08","0.07","205.77M","14.29%"
"06/21/1985","0.07","0.07","0.07","0.07","166.14M","0.00%"
"06/20/1985","0.07","0.07","0.07","0.07","190.80M","0.00%"
"06/19/1985","0.07","0.07","0.07","0.07","171.99M","0.00%"
"06/18/1985","0.07","0.07","0.07","0.07","265.22M","0.00%"
"06/17/1985","0.07","0.07","0.07","0.06","236.34M","0.00%"
"06/14/1985","0.07","0.07","0.07","0.06","565.67M","0.00%"
"06/13/1985","0.07","0.07","0.07","0.07","379.52M","0.00%"
"06/12/1985","0.07","0.07","0.07","0.07","247.99M","0.00%"
"06/11/1985","0.07","0.07","0.07","0.07","300.72M","0.00%"
"06/10/1985","0.07","0.07","0.07","0.07","316.13M","0.00%"
"06/07/1985","0.07","0.08","0.08","0.07","475.24M","-12.50%"
"06/06/1985","0.08","0.07","0.08","0.07","271.20M","0.00%"
"06/05/1985","0.08","0.08","0.08","0.08","286.41M","0.00%"
"06/04/1985","0.08","0.07","0.08","0.07","401.92M","14.29%"
"06/03/1985","0.07","0.08","0.08","0.07","576.02M","-12.50%"
"05/31/1985","0.08","0.08","0.08","0.08","369.51M","0.00%"
"05/30/1985","0.08","0.08","0.08","0.08","314.92M","0.00%"
"05/29/1985","0.08","0.07","0.08","0.07","246.56M","0.00%"
"05/28/1985","0.08","0.08","0.08","0.07","510.97M","0.00%"
"05/24/1985","0.08","0.09","0.09","0.08","589.48M","-11.11%"
"05/23/1985","0.09","0.09","0.09","0.09","239.17M","0.00%"
"05/22/1985","0.09","0.09","0.09","0.09","120.56M","0.00%"
"05/21/1985","0.09","0.09","0.09","0.09","152.54M","-10.00%"
"05/20/1985","0.10","0.10","0.10","0.09","197.19M","0.00%"
"05/17/1985","0.10","0.10","0.10","0.09","211.86M","0.00%"
"05/16/1985","0.10","0.09","0.10","0.09","230.54M","11.11%"
"05/15/1985","0.09","0.09","0.09","0.09","130.44M","0.00%"
"05/14/1985","0.09","0.09","0.09","0.09","121.74M","0.00%"
"05/13/1985","0.09","0.09","0.09","0.09","87.23M","0.00%"
"05/10/1985","0.09","0.09","0.09","0.09","136.08M","0.00%"
"05/09/1985","0.09","0.09","0.09","0.09","127.08M","0.00%"
"05/08/1985","0.09","0.09","0.09","0.09","144.39M","0.00%"
"05/07/1985","0.09","0.09","0.09","0.09","107.61M","0.00%"
"05/06/1985","0.09","0.09","0.09","0.09","56.13M","0.00%"
"05/03/1985","0.09","0.09","0.09","0.09","158.12M","0.00%"
"05/02/1985","0.09","0.09","0.09","0.09","329.77M","0.00%"
"05/01/1985","0.09","0.10","0.10","0.09","57.34M","0.00%"
"04/30/1985","0.09","0.09","0.10","0.09","94.73M","0.00%"
"04/29/1985","0.09","0.10","0.10","0.09","62.20M","-10.00%"
"04/26/1985","0.10","0.10","0.10","0.10","119.71M","0.00%"
"04/25/1985","0.10","0.10","0.10","0.09","87.63M","0.00%"
"04/24/1985","0.10","0.10","0.10","0.10","78.94M","0.00%"
"04/23/1985","0.10","0.10","0.10","0.09","118.29M","0.00%"
"04/22/1985","0.10","0.10","0.10","0.10","102.59M","0.00%"
"04/19/1985","0.10","0.10","0.10","0.10","96.03M","0.00%"
"04/18/1985","0.10","0.10","0.10","0.10","202.43M","0.00%"
"04/17/1985","0.10","0.10","0.10","0.10","123.24M","0.00%"
"04/16/1985","0.10","0.10","0.10","0.09","67.65M","0.00%"
"04/15/1985","0.10","0.09","0.10","0.09","59.83M","11.11%"
"04/12/1985","0.09","0.10","0.10","0.09","72.53M","-10.00%"
"04/11/1985","0.10","0.09","0.10","0.09","146.68M","11.11%"
"04/10/1985","0.09","0.09","0.09","0.09","226.91M","0.00%"
"04/09/1985","0.09","0.09","0.09","0.09","263.89M","0.00%"
"04/08/1985","0.09","0.09","0.09","0.09","198.73M","0.00%"
"04/04/1985","0.09","0.09","0.09","0.09","161.86M","0.00%"
"04/03/1985","0.09","0.09","0.09","0.09","242.66M","0.00%"
"04/02/1985","0.09","0.10","0.10","0.09","227.43M","-10.00%"
"04/01/1985","0.10","0.10","0.10","0.10","114.06M","0.00%"
"03/29/1985","0.10","0.10","0.10","0.10","87.18M","0.00%"
"03/28/1985","0.10","0.10","0.10","0.10","129.61M","0.00%"
"03/27/1985","0.10","0.10","0.10","0.10","111.35M","0.00%"
"03/26/1985","0.10","0.10","0.10","0.10","121.43M","0.00%"
"03/25/1985","0.10","0.10","0.10","0.10","109.96M","0.00%"
"03/22/1985","0.10","0.10","0.10","0.10","80.37M","0.00%"
"03/21/1985","0.10","0.10","0.10","0.10","162.47M","0.00%"
"03/20/1985","0.10","0.10","0.10","0.09","404.97M","0.00%"
"03/19/1985","0.10","0.10","0.10","0.10","171.45M","0.00%"
"03/18/1985","0.10","0.10","0.10","0.10","124.77M","0.00%"
"03/15/1985","0.10","0.10","0.10","0.10","181.42M","0.00%"
"03/14/1985","0.10","0.10","0.10","0.09","241.61M","0.00%"
"03/13/1985","0.10","0.10","0.10","0.09","251.13M","0.00%"
"03/12/1985","0.10","0.10","0.10","0.10","219.43M","0.00%"
"03/11/1985","0.10","0.10","0.10","0.10","286.00M","0.00%"
"03/08/1985","0.10","0.10","0.10","0.09","473.56M","0.00%"
"03/07/1985","0.10","0.11","0.11","0.09","768.14M","-9.09%"
"03/06/1985","0.11","0.11","0.12","0.11","159.44M","-8.33%"
"03/05/1985","0.12","0.11","0.12","0.11","130.77M","9.09%"
"03/04/1985","0.11","0.11","0.12","0.11","153.10M","0.00%"
"03/01/1985","0.11","0.11","0.11","0.11","247.43M","0.00%"
"02/28/1985","0.11","0.11","0.11","0.11","319.07M","0.00%"
"02/27/1985","0.11","0.12","0.12","0.11","403.58M","-8.33%"
"02/26/1985","0.12","0.12","0.12","0.12","188.97M","0.00%"
"02/25/1985","0.12","0.12","0.12","0.12","98.54M","0.00%"
"02/22/1985","0.12","0.12","0.12","0.12","226.53M","0.00%"
"02/21/1985","0.12","0.12","0.12","0.12","308.22M","0.00%"
"02/20/1985","0.12","0.12","0.12","0.12","219.97M","0.00%"
"02/19/1985","0.12","0.12","0.12","0.12","149.83M","0.00%"
"02/15/1985","0.12","0.12","0.13","0.12","173.62M","0.00%"
"02/14/1985","0.12","0.13","0.13","0.12","426.83M","-7.69%"
"02/13/1985","0.13","0.13","0.13","0.12","527.03M","0.00%"
"02/12/1985","0.13","0.14","0.14","0.13","226.51M","-7.14%"
"02/11/1985","0.14","0.13","0.14","0.13","346.95M","7.69%"
"02/08/1985","0.13","0.13","0.13","0.13","132.03M","0.00%"
"02/07/1985","0.13","0.13","0.14","0.13","245.48M","0.00%"
"02/06/1985","0.13","0.13","0.13","0.13","194.43M","0.00%"
"02/05/1985","0.13","0.13","0.13","0.13","190.04M","0.00%"
"02/04/1985","0.13","0.13","0.13","0.13","218.02M","0.00%"
"02/01/1985","0.13","0.13","0.13","0.13","137.74M","0.00%"
"01/31/1985","0.13","0.13","0.13","0.13","276.24M","0.00%"
"01/30/1985","0.13","0.14","0.14","0.13","492.44M","0.00%"
"01/29/1985","0.13","0.14","0.14","0.13","223.73M","-7.14%"
"01/28/1985","0.14","0.13","0.14","0.13","412.18M","7.69%"
"01/25/1985","0.13","0.13","0.13","0.13","318.46M","0.00%"
"01/24/1985","0.13","0.13","0.13","0.13","397.06M","0.00%"
"01/23/1985","0.13","0.13","0.14","0.13","430.51M","0.00%"
"01/22/1985","0.13","0.13","0.14","0.13","200.84M","0.00%"
"01/21/1985","0.13","0.13","0.13","0.13","101.43M","0.00%"
"01/18/1985","0.13","0.13","0.13","0.12","128.66M","0.00%"
"01/17/1985","0.13","0.14","0.14","0.12","547.52M","-7.14%"
"01/16/1985","0.14","0.13","0.14","0.13","189.88M","7.69%"
"01/15/1985","0.13","0.14","0.14","0.13","264.97M","-7.14%"
"01/14/1985","0.14","0.13","0.14","0.13","270.44M","7.69%"
"01/11/1985","0.13","0.13","0.14","0.13","205.05M","0.00%"
"01/10/1985","0.13","0.13","0.13","0.13","277.07M","0.00%"
"01/09/1985","0.13","0.12","0.13","0.12","166.72M","8.33%"
"01/08/1985","0.12","0.13","0.13","0.12","141.12M","-7.69%"
"01/07/1985","0.13","0.13","0.13","0.12","170.91M","0.00%"
"01/04/1985","0.13","0.13","0.13","0.12","137.27M","0.00%"
"01/03/1985","0.13","0.12","0.13","0.12","166.61M","8.33%"
"01/02/1985","0.12","0.13","0.13","0.12","175.30M","-7.69%"
"12/31/1984","0.13","0.13","0.13","0.13","207.76M","0.00%"
"12/28/1984","0.13","0.12","0.13","0.12","165.33M","8.33%"
"12/27/1984","0.12","0.12","0.12","0.12","98.76M","0.00%"
"12/26/1984","0.12","0.12","0.12","0.12","67.18M","0.00%"
"12/24/1984","0.12","0.12","0.12","0.12","67.54M","0.00%"
"12/21/1984","0.12","0.12","0.12","0.12","123.89M","0.00%"
"12/20/1984","0.12","0.12","0.12","0.12","139.84M","0.00%"
"12/19/1984","0.12","0.13","0.13","0.12","317.50M","-7.69%"
"12/18/1984","0.13","0.12","0.13","0.12","340.57M","8.33%"
"12/17/1984","0.12","0.12","0.12","0.12","125.24M","0.00%"
"12/14/1984","0.12","0.11","0.12","0.11","96.14M","9.09%"
"12/13/1984","0.11","0.11","0.12","0.11","66.84M","0.00%"
"12/12/1984","0.11","0.12","0.12","0.11","110.07M","-8.33%"
"12/11/1984","0.12","0.12","0.12","0.12","123.78M","0.00%"
"12/10/1984","0.12","0.12","0.12","0.12","111.48M","0.00%"
"12/07/1984","0.12","0.12","0.13","0.12","494.53M","0.00%"
"12/06/1984","0.12","0.12","0.12","0.12","317.27M","0.00%"
"12/05/1984","0.12","0.11","0.12","0.11","262.91M","9.09%"
"12/04/1984","0.11","0.11","0.11","0.11","120.38M","0.00%"
"12/03/1984","0.11","0.11","0.11","0.11","98.00M","0.00%"
"11/30/1984","0.11","0.11","0.11","0.11","108.71M","0.00%"
"11/29/1984","0.11","0.11","0.12","0.11","174.88M","-8.33%"
"11/28/1984","0.12","0.11","0.12","0.11","410.53M","9.09%"
"11/27/1984","0.11","0.11","0.11","0.11","127.41M","0.00%"
"11/26/1984","0.11","0.11","0.11","0.10","100.64M","0.00%"
"11/23/1984","0.11","0.11","0.11","0.10","137.09M","10.00%"
"11/21/1984","0.10","0.10","0.10","0.10","178.73M","0.00%"
"11/20/1984","0.10","0.10","0.10","0.10","263.25M","0.00%"
"11/19/1984","0.10","0.10","0.10","0.10","232.98M","0.00%"
"11/16/1984","0.10","0.10","0.11","0.10","165.76M","-9.09%"
"11/15/1984","0.11","0.11","0.11","0.10","106.60M","0.00%"
"11/14/1984","0.11","0.11","0.11","0.10","104.34M","10.00%"
"11/13/1984","0.10","0.10","0.11","0.10","126.67M","-9.09%"
"11/12/1984","0.11","0.11","0.11","0.10","113.25M","10.00%"
"11/09/1984","0.10","0.10","0.11","0.10","294.13M","-9.09%"
"11/08/1984","0.11","0.11","0.11","0.11","88.12M","0.00%"
"11/07/1984","0.11","0.11","0.12","0.11","231.55M","-8.33%"
"11/06/1984","0.12","0.12","0.12","0.11","225.32M","9.09%"
"11/05/1984","0.11","0.11","0.11","0.11","105.37M","0.00%"
"11/02/1984","0.11","0.11","0.11","0.11","27.69M","0.00%"
"11/01/1984","0.11","0.11","0.11","0.11","47.04M","0.00%"
"10/31/1984","0.11","0.11","0.11","0.11","60.23M","0.00%"
"10/30/1984","0.11","0.11","0.11","0.11","74.59M","0.00%"
"10/29/1984","0.11","0.11","0.11","0.11","50.65M","0.00%"
"10/26/1984","0.11","0.11","0.11","0.11","114.84M","0.00%"
"10/25/1984","0.11","0.11","0.12","0.11","158.17M","-8.33%"
"10/24/1984","0.12","0.12","0.12","0.12","167.01M","0.00%"
"10/23/1984","0.12","0.12","0.12","0.11","186.44M","9.09%"
"10/22/1984","0.11","0.11","0.12","0.11","114.76M","0.00%"
"10/19/1984","0.11","0.11","0.12","0.11","326.12M","0.00%"
"10/18/1984","0.11","0.11","0.11","0.11","247.16M","0.00%"
"10/17/1984","0.11","0.11","0.11","0.10","156.64M","0.00%"
"10/16/1984","0.11","0.11","0.11","0.10","118.03M","0.00%"
"10/15/1984","0.11","0.11","0.11","0.10","243.26M","10.00%"
"10/12/1984","0.10","0.10","0.11","0.10","265.80M","-9.09%"
"10/11/1984","0.11","0.11","0.11","0.11","182.76M","0.00%"
"10/10/1984","0.11","0.11","0.11","0.10","364.85M","0.00%"
"10/09/1984","0.11","0.11","0.11","0.11","125.26M","0.00%"
"10/08/1984","0.11","0.11","0.11","0.11","46.97M","0.00%"
"10/05/1984","0.11","0.11","0.11","0.11","97.57M","0.00%"
"10/04/1984","0.11","0.11","0.11","0.11","125.48M","0.00%"
"10/03/1984","0.11","0.11","0.11","0.11","120.42M","0.00%"
"10/02/1984","0.11","0.11","0.11","0.11","118.25M","0.00%"
"10/01/1984","0.11","0.11","0.11","0.11","97.78M","0.00%"
"09/28/1984","0.11","0.11","0.11","0.11","233.41M","0.00%"
"09/27/1984","0.11","0.11","0.12","0.11","105.93M","0.00%"
"09/26/1984","0.11","0.12","0.12","0.11","110.97M","-8.33%"
"09/25/1984","0.12","0.12","0.12","0.11","166.79M","0.00%"
"09/24/1984","0.12","0.12","0.12","0.12","79.00M","0.00%"
"09/21/1984","0.12","0.12","0.12","0.12","99.84M","0.00%"
"09/20/1984","0.12","0.12","0.12","0.12","66.17M","0.00%"
"09/19/1984","0.12","0.12","0.12","0.12","106.29M","0.00%"
"09/18/1984","0.12","0.13","0.13","0.12","97.31M","-7.69%"
"09/17/1984","0.13","0.12","0.13","0.12","192.75M","8.33%"
"09/14/1984","0.12","0.12","0.13","0.12","246.87M","0.00%"
"09/13/1984","0.12","0.12","0.12","0.12","207.33M","0.00%"
"09/12/1984","0.12","0.12","0.12","0.11","133.12M","0.00%"
"09/11/1984","0.12","0.12","0.12","0.12","152.39M","0.00%"
"09/10/1984","0.12","0.12","0.12","0.12","64.62M","0.00%"
"09/07/1984","0.12","0.12","0.12","0.12","83.26M","0.00%"
"09/06/1984","0.12","0.12","0.12","0.12","130.97M","0.00%"
"09/05/1984","0.12","0.12","0.12","0.12","103.76M","0.00%"
"09/04/1984","0.12","0.12","0.12","0.12","119.84M","0.00%"
"08/31/1984","0.12","0.12","0.12","0.12","137.85M","0.00%"
"08/30/1984","0.12","0.12","0.12","0.12","50.96M","0.00%"
"08/29/1984","0.12","0.13","0.13","0.12","74.12M","-7.69%"
"08/28/1984","0.13","0.12","0.13","0.12","59.16M","8.33%"
"08/27/1984","0.12","0.12","0.13","0.12","87.67M","-7.69%"
"08/24/1984","0.13","0.13","0.13","0.12","70.90M","0.00%"
"08/23/1984","0.13","0.12","0.13","0.12","83.42M","8.33%"
"08/22/1984","0.12","0.13","0.13","0.12","220.42M","-7.69%"
"08/21/1984","0.13","0.12","0.13","0.12","179.54M","8.33%"
"08/20/1984","0.12","0.12","0.12","0.12","138.45M","0.00%"
"08/17/1984","0.12","0.12","0.13","0.12","153.93M","-7.69%"
"08/16/1984","0.13","0.12","0.13","0.12","144.82M","8.33%"
"08/15/1984","0.12","0.13","0.13","0.12","178.89M","-7.69%"
"08/14/1984","0.13","0.13","0.14","0.13","174.07M","0.00%"
"08/13/1984","0.13","0.13","0.14","0.13","241.45M","0.00%"
"08/10/1984","0.13","0.14","0.14","0.13","397.38M","0.00%"
"08/09/1984","0.13","0.13","0.13","0.12","257.62M","0.00%"
"08/08/1984","0.13","0.13","0.14","0.13","294.40M","0.00%"
"08/07/1984","0.13","0.13","0.13","0.12","332.48M","0.00%"
"08/06/1984","0.13","0.12","0.14","0.12","626.80M","8.33%"
"08/03/1984","0.12","0.11","0.12","0.11","618.06M","9.09%"
"08/02/1984","0.11","0.11","0.11","0.11","303.68M","0.00%"
"08/01/1984","0.11","0.11","0.11","0.11","285.73M","0.00%"
"07/31/1984","0.11","0.11","0.12","0.11","199.63M","0.00%"
"07/30/1984","0.11","0.12","0.12","0.11","125.04M","-8.33%"
"07/27/1984","0.12","0.12","0.12","0.12","73.94M","0.00%"
"07/26/1984","0.12","0.12","0.12","0.12","143.34M","0.00%"
"07/25/1984","0.12","0.12","0.12","0.12","200.46M","0.00%"
"07/24/1984","0.12","0.11","0.12","0.11","179.24M","9.09%"
"07/23/1984","0.11","0.11","0.11","0.11","94.04M","0.00%"
"07/20/1984","0.11","0.11","0.11","0.11","33.17M","0.00%"
"07/19/1984","0.11","0.11","0.11","0.11","77.91M","0.00%"
"07/18/1984","0.11","0.11","0.12","0.11","104.03M","0.00%"
"07/17/1984","0.11","0.11","0.12","0.11","84.85M","0.00%"
"07/16/1984","0.11","0.12","0.12","0.11","202.99M","-8.33%"
"07/13/1984","0.12","0.12","0.12","0.12","135.95M","0.00%"
"07/12/1984","0.12","0.12","0.12","0.12","168.69M","0.00%"
"07/11/1984","0.12","0.12","0.12","0.12","121.09M","0.00%"
"07/10/1984","0.12","0.12","0.12","0.12","172.30M","0.00%"
"07/09/1984","0.12","0.11","0.12","0.11","190.67M","9.09%"
"07/06/1984","0.11","0.11","0.11","0.11","95.65M","0.00%"
"07/05/1984","0.11","0.11","0.11","0.11","93.18M","0.00%"
"07/03/1984","0.11","0.11","0.11","0.11","179.07M","0.00%"
"07/02/1984","0.11","0.12","0.12","0.11","159.67M","-8.33%"
"06/29/1984","0.12","0.12","0.12","0.12","141.99M","0.00%"
"06/28/1984","0.12","0.11","0.12","0.11","118.32M","9.09%"
"06/27/1984","0.11","0.12","0.12","0.11","377.28M","-8.33%"
"06/26/1984","0.12","0.12","0.12","0.12","148.65M","0.00%"
"06/25/1984","0.12","0.13","0.13","0.12","167.48M","-7.69%"
"06/22/1984","0.13","0.13","0.13","0.13","84.60M","0.00%"
"06/21/1984","0.13","0.13","0.14","0.13","141.90M","-7.14%"
"06/20/1984","0.14","0.13","0.14","0.13","119.53M","7.69%"
"06/19/1984","0.13","0.13","0.14","0.13","160.94M","0.00%"
"06/18/1984","0.13","0.13","0.13","0.13","114.60M","0.00%"
"06/15/1984","0.13","0.13","0.13","0.13","89.78M","0.00%"
"06/14/1984","0.13","0.13","0.13","0.13","100.96M","0.00%"
"06/13/1984","0.13","0.13","0.13","0.13","115.72M","0.00%"
"06/12/1984","0.13","0.13","0.13","0.13","117.13M","0.00%"
"06/11/1984","0.13","0.13","0.13","0.13","84.25M","0.00%"
"06/08/1984","0.13","0.13","0.13","0.12","108.98M","0.00%"
"06/07/1984","0.13","0.13","0.13","0.13","102.55M","0.00%"
"06/06/1984","0.13","0.12","0.13","0.12","161.46M","8.33%"
"06/05/1984","0.12","0.13","0.13","0.12","328.43M","-7.69%"
"06/04/1984","0.13","0.14","0.14","0.13","148.29M","-7.14%"
"06/01/1984","0.14","0.13","0.14","0.13","242.30M","7.69%"
"05/31/1984","0.13","0.13","0.13","0.13","167.01M","0.00%"
"05/30/1984","0.13","0.13","0.13","0.12","318.44M","0.00%"
"05/29/1984","0.13","0.13","0.13","0.13","156.26M","0.00%"
"05/25/1984","0.13","0.13","0.13","0.13","120.11M","0.00%"
"05/24/1984","0.13","0.13","0.14","0.13","193.31M","-7.14%"
"05/23/1984","0.14","0.14","0.14","0.14","168.96M","0.00%"
"05/22/1984","0.14","0.14","0.14","0.13","301.26M","0.00%"
"05/21/1984","0.14","0.14","0.14","0.13","435.05M","7.69%"
"05/18/1984","0.13","0.13","0.13","0.13","193.47M","0.00%"
"05/17/1984","0.13","0.14","0.14","0.13","281.95M","-7.14%"
"05/16/1984","0.14","0.14","0.14","0.14","219.72M","0.00%"
"05/15/1984","0.14","0.14","0.14","0.14","102.70M","0.00%"
"05/14/1984","0.14","0.14","0.14","0.14","89.29M","0.00%"
"05/11/1984","0.14","0.15","0.15","0.14","197.72M","-6.67%"
"05/10/1984","0.15","0.15","0.15","0.14","238.63M","0.00%"
"05/09/1984","0.15","0.15","0.15","0.15","405.01M","0.00%"
"05/08/1984","0.15","0.14","0.15","0.14","255.00M","7.14%"
"05/07/1984","0.14","0.14","0.14","0.13","160.07M","7.69%"
"05/04/1984","0.13","0.14","0.14","0.13","260.45M","-7.14%"
"05/03/1984","0.14","0.15","0.15","0.14","327.42M","-6.67%"
"05/02/1984","0.15","0.15","0.15","0.14","317.32M","0.00%"
"05/01/1984","0.15","0.14","0.15","0.14","406.52M","7.14%"
"04/30/1984","0.14","0.13","0.14","0.13","293.15M","7.69%"
"04/27/1984","0.13","0.13","0.14","0.13","372.00M","0.00%"
"04/26/1984","0.13","0.12","0.13","0.12","318.51M","8.33%"
