"Date","Price","Open","High","Low","Vol.","Change %"
"06/24/1997","0.14","0.14","0.14","0.14","111.15M","0.00%"
"06/23/1997","0.14","0.14","0.14","0.14","99.55M","0.00%"
"06/20/1997","0.14","0.14","0.14","0.14","110.19M","0.00%"
"06/19/1997","0.14","0.14","0.14","0.14","121.03M","0.00%"
"06/18/1997","0.14","0.14","0.15","0.14","109.65M","-6.67%"
"06/17/1997","0.15","0.14","0.15","0.14","142.24M","7.14%"
"06/16/1997","0.14","0.14","0.14","0.14","134.01M","0.00%"
"06/13/1997","0.14","0.14","0.14","0.14","132.07M","0.00%"
"06/12/1997","0.14","0.15","0.15","0.14","78.69M","-6.67%"
"06/11/1997","0.15","0.15","0.15","0.15","105.40M","0.00%"
"06/10/1997","0.15","0.15","0.15","0.14","139.05M","0.00%"
"06/09/1997","0.15","0.15","0.15","0.15","74.80M","0.00%"
"06/06/1997","0.15","0.15","0.15","0.15","52.88M","0.00%"
"06/05/1997","0.15","0.15","0.15","0.15","64.61M","0.00%"
"06/04/1997","0.15","0.15","0.15","0.15","80.40M","0.00%"
"06/03/1997","0.15","0.15","0.15","0.15","65.24M","0.00%"
"06/02/1997","0.15","0.15","0.15","0.15","41.59M","0.00%"
"05/30/1997","0.15","0.15","0.15","0.15","177.33M","0.00%"
"05/29/1997","0.15","0.15","0.15","0.15","111.18M","0.00%"
"05/28/1997","0.15","0.16","0.16","0.15","87.54M","0.00%"
"05/27/1997","0.15","0.15","0.16","0.15","82.08M","0.00%"
"05/23/1997","0.15","0.15","0.15","0.15","67.03M","0.00%"
"05/22/1997","0.15","0.15","0.15","0.15","76.28M","0.00%"
"05/21/1997","0.15","0.15","0.15","0.15","122.25M","0.00%"
"05/20/1997","0.15","0.15","0.16","0.15","84.83M","0.00%"
"05/19/1997","0.15","0.16","0.16","0.15","52.26M","0.00%"
"05/16/1997","0.15","0.16","0.16","0.15","93.30M","-6.25%"
"05/15/1997","0.16","0.16","0.16","0.16","99.01M","0.00%"
"05/14/1997","0.16","0.16","0.16","0.16","135.64M","0.00%"
"05/13/1997","0.16","0.16","0.16","0.15","197.02M","0.00%"
"05/12/1997","0.16","0.15","0.16","0.15","164.98M","6.67%"
"05/09/1997","0.15","0.15","0.16","0.15","188.37M","0.00%"
"05/08/1997","0.15","0.15","0.15","0.15","82.94M","0.00%"
"05/07/1997","0.15","0.15","0.15","0.15","114.22M","0.00%"
"05/06/1997","0.15","0.15","0.15","0.15","83.15M","0.00%"
"05/05/1997","0.15","0.15","0.15","0.15","98.46M","0.00%"
"05/02/1997","0.15","0.15","0.15","0.15","101.99M","0.00%"
"05/01/1997","0.15","0.15","0.15","0.15","72.34M","0.00%"
"04/30/1997","0.15","0.15","0.15","0.15","257.63M","-6.25%"
"04/29/1997","0.16","0.16","0.16","0.16","51.76M","0.00%"
"04/28/1997","0.16","0.16","0.16","0.16","46.77M","0.00%"
"04/25/1997","0.16","0.16","0.16","0.16","87.38M","0.00%"
"04/24/1997","0.16","0.17","0.17","0.16","74.94M","0.00%"
"04/23/1997","0.16","0.16","0.17","0.16","54.49M","-5.88%"
"04/22/1997","0.17","0.16","0.17","0.16","94.65M","6.25%"
"04/21/1997","0.16","0.17","0.17","0.16","89.15M","0.00%"
"04/18/1997","0.16","0.17","0.17","0.16","141.44M","-5.88%"
"04/17/1997","0.17","0.16","0.17","0.16","219.46M","0.00%"
"04/16/1997","0.17","0.17","0.17","0.16","86.22M","6.25%"
"04/15/1997","0.16","0.17","0.17","0.16","136.05M","-5.88%"
"04/14/1997","0.17","0.16","0.17","0.16","112.36M","6.25%"
"04/11/1997","0.16","0.17","0.17","0.16","79.56M","-5.88%"
"04/10/1997","0.17","0.17","0.17","0.17","116.98M","0.00%"
"04/09/1997","0.17","0.17","0.17","0.17","244.99M","0.00%"
"04/08/1997","0.17","0.18","0.18","0.17","193.83M","0.00%"
"04/07/1997","0.17","0.18","0.18","0.17","255.26M","0.00%"
"04/04/1997","0.17","0.17","0.18","0.17","475.25M","0.00%"
"04/03/1997","0.17","0.17","0.17","0.16","549.08M","6.25%"
"04/02/1997","0.16","0.16","0.16","0.16","222.38M","0.00%"
"04/01/1997","0.16","0.16","0.16","0.16","220.26M","0.00%"
"03/31/1997","0.16","0.17","0.17","0.15","970.25M","-5.88%"
"03/27/1997","0.17","0.16","0.17","0.15","1.14B","13.33%"
"03/26/1997","0.15","0.15","0.15","0.15","106.84M","0.00%"
"03/25/1997","0.15","0.15","0.15","0.15","112.56M","0.00%"
"03/24/1997","0.15","0.15","0.15","0.15","71.22M","0.00%"
"03/21/1997","0.15","0.16","0.16","0.15","136.44M","0.00%"
"03/20/1997","0.15","0.14","0.16","0.14","317.04M","7.14%"
"03/19/1997","0.14","0.15","0.15","0.14","208.23M","-6.67%"
"03/18/1997","0.15","0.15","0.15","0.14","127.08M","0.00%"
"03/17/1997","0.15","0.15","0.15","0.14","192.75M","0.00%"
"03/14/1997","0.15","0.15","0.15","0.15","230.42M","0.00%"
"03/13/1997","0.15","0.15","0.15","0.14","105.09M","0.00%"
"03/12/1997","0.15","0.15","0.15","0.14","71.00M","0.00%"
"03/11/1997","0.15","0.15","0.15","0.14","98.50M","0.00%"
"03/10/1997","0.15","0.15","0.15","0.15","99.19M","0.00%"
"03/07/1997","0.15","0.15","0.15","0.15","70.62M","0.00%"
"03/06/1997","0.15","0.15","0.15","0.15","116.29M","0.00%"
"03/05/1997","0.15","0.15","0.15","0.15","96.16M","0.00%"
"03/04/1997","0.15","0.15","0.15","0.14","103.22M","7.14%"
"03/03/1997","0.14","0.15","0.15","0.14","130.46M","-6.67%"
"02/28/1997","0.15","0.15","0.15","0.15","121.88M","0.00%"
"02/27/1997","0.15","0.15","0.15","0.15","103.00M","0.00%"
"02/26/1997","0.15","0.15","0.15","0.15","103.17M","0.00%"
"02/25/1997","0.15","0.15","0.16","0.15","138.08M","0.00%"
"02/24/1997","0.15","0.15","0.15","0.15","117.59M","0.00%"
"02/21/1997","0.15","0.15","0.15","0.14","211.09M","0.00%"
"02/20/1997","0.15","0.16","0.16","0.15","124.95M","-6.25%"
"02/19/1997","0.16","0.16","0.16","0.15","241.29M","0.00%"
"02/18/1997","0.16","0.15","0.16","0.15","368.27M","6.67%"
"02/14/1997","0.15","0.15","0.15","0.14","237.25M","7.14%"
"02/13/1997","0.14","0.14","0.14","0.14","195.83M","0.00%"
"02/12/1997","0.14","0.14","0.14","0.14","176.27M","0.00%"
"02/11/1997","0.14","0.14","0.14","0.14","140.10M","0.00%"
"02/10/1997","0.14","0.14","0.14","0.14","185.40M","0.00%"
"02/07/1997","0.14","0.15","0.15","0.14","235.27M","0.00%"
"02/06/1997","0.14","0.14","0.14","0.14","399.50M","0.00%"
"02/05/1997","0.14","0.14","0.14","0.14","394.49M","0.00%"
"02/04/1997","0.14","0.15","0.15","0.14","712.65M","-6.67%"
"02/03/1997","0.15","0.15","0.15","0.15","368.11M","0.00%"
"01/31/1997","0.15","0.15","0.15","0.15","199.61M","0.00%"
"01/30/1997","0.15","0.15","0.15","0.15","139.93M","0.00%"
"01/29/1997","0.15","0.15","0.15","0.15","151.70M","0.00%"
"01/28/1997","0.15","0.15","0.15","0.15","210.56M","0.00%"
"01/27/1997","0.15","0.15","0.15","0.15","214.04M","0.00%"
"01/24/1997","0.15","0.15","0.15","0.15","188.28M","0.00%"
"01/23/1997","0.15","0.15","0.16","0.15","172.35M","0.00%"
"01/22/1997","0.15","0.16","0.16","0.15","205.62M","0.00%"
"01/21/1997","0.15","0.15","0.15","0.15","284.83M","0.00%"
"01/20/1997","0.15","0.15","0.15","0.15","291.63M","0.00%"
"01/17/1997","0.15","0.15","0.15","0.15","325.15M","0.00%"
"01/16/1997","0.15","0.15","0.15","0.15","671.31M","0.00%"
"01/15/1997","0.15","0.16","0.16","0.15","433.09M","-6.25%"
"01/14/1997","0.16","0.16","0.16","0.16","255.77M","0.00%"
"01/13/1997","0.16","0.17","0.17","0.16","305.75M","0.00%"
"01/10/1997","0.16","0.16","0.16","0.16","353.74M","0.00%"
"01/09/1997","0.16","0.16","0.16","0.16","446.54M","0.00%"
"01/08/1997","0.16","0.16","0.16","0.16","1.10B","0.00%"
"01/07/1997","0.16","0.16","0.16","0.16","976.42M","0.00%"
"01/06/1997","0.16","0.16","0.16","0.15","1.88B","-15.79%"
"01/03/1997","0.19","0.19","0.20","0.19","119.72M","0.00%"
"01/02/1997","0.19","0.19","0.19","0.19","143.11M","0.00%"
"12/31/1996","0.19","0.19","0.19","0.19","383.73M","0.00%"
"12/30/1996","0.19","0.21","0.21","0.19","261.80M","-9.52%"
"12/27/1996","0.21","0.20","0.21","0.20","137.00M","0.00%"
"12/26/1996","0.21","0.21","0.21","0.20","84.88M","0.00%"
"12/24/1996","0.21","0.21","0.21","0.20","57.61M","0.00%"
"12/23/1996","0.21","0.21","0.22","0.21","332.30M","0.00%"
"12/20/1996","0.21","0.20","0.21","0.19","546.44M","5.00%"
"12/19/1996","0.20","0.21","0.21","0.20","136.89M","-4.76%"
"12/18/1996","0.21","0.20","0.21","0.20","205.07M","5.00%"
"12/17/1996","0.20","0.20","0.20","0.20","157.25M","0.00%"
"12/16/1996","0.20","0.21","0.21","0.20","149.24M","-4.76%"
"12/13/1996","0.21","0.21","0.21","0.21","89.10M","0.00%"
"12/12/1996","0.21","0.22","0.22","0.21","87.00M","0.00%"
"12/11/1996","0.21","0.21","0.22","0.21","163.36M","-4.55%"
"12/10/1996","0.22","0.22","0.22","0.22","184.28M","0.00%"
"12/09/1996","0.22","0.23","0.23","0.22","158.65M","0.00%"
"12/06/1996","0.22","0.22","0.23","0.21","229.39M","0.00%"
"12/05/1996","0.22","0.22","0.23","0.22","142.14M","0.00%"
"12/04/1996","0.22","0.22","0.23","0.22","190.83M","0.00%"
"12/03/1996","0.22","0.23","0.23","0.22","275.53M","0.00%"
"12/02/1996","0.22","0.22","0.22","0.21","174.98M","0.00%"
"11/29/1996","0.22","0.22","0.22","0.21","42.29M","0.00%"
"11/27/1996","0.22","0.22","0.22","0.22","89.04M","0.00%"
"11/26/1996","0.22","0.22","0.22","0.21","112.99M","0.00%"
"11/25/1996","0.22","0.23","0.23","0.22","78.95M","-4.35%"
"11/22/1996","0.23","0.22","0.23","0.22","103.98M","4.55%"
"11/21/1996","0.22","0.22","0.22","0.22","70.60M","0.00%"
"11/20/1996","0.22","0.22","0.23","0.22","103.10M","0.00%"
"11/19/1996","0.22","0.22","0.22","0.22","124.43M","0.00%"
"11/18/1996","0.22","0.22","0.22","0.22","152.84M","0.00%"
"11/15/1996","0.22","0.23","0.23","0.22","130.72M","-4.35%"
"11/14/1996","0.23","0.23","0.23","0.23","48.53M","0.00%"
"11/13/1996","0.23","0.23","0.23","0.22","83.61M","0.00%"
"11/12/1996","0.23","0.23","0.23","0.22","142.96M","0.00%"
"11/11/1996","0.23","0.24","0.24","0.23","92.53M","0.00%"
"11/08/1996","0.23","0.23","0.23","0.23","188.71M","0.00%"
"11/07/1996","0.23","0.23","0.23","0.23","155.08M","0.00%"
"11/06/1996","0.23","0.23","0.23","0.22","180.31M","0.00%"
"11/05/1996","0.23","0.22","0.23","0.22","378.11M","4.55%"
"11/04/1996","0.22","0.22","0.22","0.21","91.27M","0.00%"
"11/01/1996","0.22","0.21","0.22","0.21","211.33M","4.76%"
"10/31/1996","0.21","0.21","0.21","0.20","194.22M","5.00%"
"10/30/1996","0.20","0.21","0.21","0.20","257.05M","-4.76%"
"10/29/1996","0.21","0.22","0.22","0.21","199.63M","-4.55%"
"10/28/1996","0.22","0.22","0.22","0.22","120.00M","0.00%"
"10/25/1996","0.22","0.22","0.22","0.22","77.56M","0.00%"
"10/24/1996","0.22","0.22","0.22","0.22","84.37M","0.00%"
"10/23/1996","0.22","0.22","0.23","0.22","160.06M","0.00%"
"10/22/1996","0.22","0.23","0.23","0.22","213.72M","-4.35%"
"10/21/1996","0.23","0.24","0.24","0.23","187.61M","-4.17%"
"10/18/1996","0.24","0.24","0.24","0.23","382.66M","0.00%"
"10/17/1996","0.24","0.25","0.25","0.24","1.03B","4.35%"
"10/16/1996","0.23","0.23","0.23","0.22","334.75M","0.00%"
"10/15/1996","0.23","0.23","0.23","0.22","363.06M","0.00%"
"10/14/1996","0.23","0.22","0.23","0.22","269.69M","4.55%"
"10/11/1996","0.22","0.22","0.22","0.21","120.69M","0.00%"
"10/10/1996","0.22","0.21","0.22","0.21","276.70M","4.76%"
"10/09/1996","0.21","0.21","0.21","0.20","85.21M","0.00%"
"10/08/1996","0.21","0.21","0.22","0.21","190.43M","0.00%"
"10/07/1996","0.21","0.21","0.21","0.20","95.72M","5.00%"
"10/04/1996","0.20","0.20","0.21","0.20","133.46M","0.00%"
"10/03/1996","0.20","0.21","0.21","0.20","227.72M","-4.76%"
"10/02/1996","0.21","0.21","0.22","0.21","276.82M","-4.55%"
"10/01/1996","0.22","0.20","0.22","0.20","539.25M","10.00%"
"09/30/1996","0.20","0.20","0.20","0.20","85.44M","0.00%"
"09/27/1996","0.20","0.20","0.20","0.20","81.57M","0.00%"
"09/26/1996","0.20","0.20","0.20","0.20","103.29M","0.00%"
"09/25/1996","0.20","0.20","0.20","0.20","109.04M","0.00%"
"09/24/1996","0.20","0.20","0.20","0.20","143.79M","0.00%"
"09/23/1996","0.20","0.20","0.20","0.20","45.76M","0.00%"
"09/20/1996","0.20","0.21","0.21","0.20","149.15M","-4.76%"
"09/19/1996","0.21","0.21","0.21","0.21","119.47M","0.00%"
"09/18/1996","0.21","0.21","0.22","0.20","353.36M","0.00%"
"09/17/1996","0.21","0.20","0.21","0.20","209.17M","5.00%"
"09/16/1996","0.20","0.19","0.21","0.19","244.65M","5.26%"
"09/13/1996","0.19","0.18","0.19","0.18","166.61M","5.56%"
"09/12/1996","0.18","0.19","0.19","0.18","260.92M","-5.26%"
"09/11/1996","0.19","0.19","0.19","0.19","147.20M","0.00%"
"09/10/1996","0.19","0.20","0.20","0.19","155.55M","-5.00%"
"09/09/1996","0.20","0.20","0.20","0.20","148.24M","-4.76%"
"09/06/1996","0.21","0.21","0.21","0.20","240.83M","5.00%"
"09/05/1996","0.20","0.21","0.21","0.20","279.59M","-9.09%"
"09/04/1996","0.22","0.21","0.22","0.21","101.45M","0.00%"
"09/03/1996","0.22","0.22","0.22","0.21","68.30M","0.00%"
"08/30/1996","0.22","0.22","0.22","0.22","105.73M","0.00%"
"08/29/1996","0.22","0.22","0.22","0.22","106.93M","0.00%"
"08/28/1996","0.22","0.22","0.22","0.22","163.60M","0.00%"
"08/27/1996","0.22","0.22","0.22","0.21","289.31M","0.00%"
"08/26/1996","0.22","0.21","0.22","0.21","89.68M","4.76%"
"08/23/1996","0.21","0.21","0.21","0.21","203.46M","0.00%"
"08/22/1996","0.21","0.21","0.21","0.20","87.68M","0.00%"
"08/21/1996","0.21","0.21","0.21","0.20","113.34M","0.00%"
"08/20/1996","0.21","0.21","0.21","0.21","211.76M","0.00%"
"08/19/1996","0.21","0.20","0.21","0.20","226.32M","5.00%"
"08/16/1996","0.20","0.20","0.20","0.20","141.76M","0.00%"
"08/15/1996","0.20","0.20","0.20","0.20","107.62M","0.00%"
"08/14/1996","0.20","0.20","0.21","0.20","71.86M","0.00%"
"08/13/1996","0.20","0.20","0.21","0.20","103.51M","-4.76%"
"08/12/1996","0.21","0.21","0.21","0.20","151.35M","0.00%"
"08/09/1996","0.21","0.20","0.21","0.20","230.79M","5.00%"
"08/08/1996","0.20","0.20","0.20","0.20","101.52M","0.00%"
"08/07/1996","0.20","0.19","0.20","0.19","248.46M","5.26%"
"08/06/1996","0.19","0.19","0.19","0.19","93.59M","0.00%"
"08/05/1996","0.19","0.19","0.20","0.19","101.01M","0.00%"
"08/02/1996","0.19","0.19","0.20","0.19","127.95M","0.00%"
"08/01/1996","0.19","0.20","0.20","0.19","110.16M","-5.00%"
"07/31/1996","0.20","0.19","0.20","0.19","92.78M","5.26%"
"07/30/1996","0.19","0.20","0.20","0.19","189.40M","-5.00%"
"07/29/1996","0.20","0.20","0.20","0.19","195.70M","0.00%"
"07/26/1996","0.20","0.19","0.20","0.19","123.68M","5.26%"
"07/25/1996","0.19","0.19","0.19","0.19","114.43M","0.00%"
"07/24/1996","0.19","0.18","0.19","0.18","264.07M","5.56%"
"07/23/1996","0.18","0.18","0.18","0.18","130.12M","0.00%"
"07/22/1996","0.18","0.19","0.19","0.18","152.21M","-5.26%"
"07/19/1996","0.19","0.19","0.19","0.19","265.98M","0.00%"
"07/18/1996","0.19","0.19","0.19","0.18","897.05M","26.67%"
"07/17/1996","0.15","0.16","0.16","0.15","233.60M","0.00%"
"07/16/1996","0.15","0.16","0.16","0.14","289.22M","0.00%"
"07/15/1996","0.15","0.16","0.16","0.15","133.22M","-6.25%"
"07/12/1996","0.16","0.16","0.16","0.15","268.99M","0.00%"
"07/11/1996","0.16","0.17","0.17","0.16","291.16M","-5.88%"
"07/10/1996","0.17","0.17","0.17","0.17","169.39M","0.00%"
"07/09/1996","0.17","0.17","0.18","0.17","155.29M","0.00%"
"07/08/1996","0.17","0.18","0.18","0.17","188.91M","0.00%"
"07/05/1996","0.17","0.17","0.18","0.17","106.15M","0.00%"
"07/03/1996","0.17","0.18","0.18","0.17","289.51M","-10.53%"
"07/02/1996","0.19","0.19","0.19","0.19","89.01M","0.00%"
"07/01/1996","0.19","0.19","0.19","0.19","131.98M","0.00%"
"06/28/1996","0.19","0.19","0.19","0.18","115.68M","5.56%"
"06/27/1996","0.18","0.18","0.19","0.18","229.24M","0.00%"
"06/26/1996","0.18","0.18","0.19","0.18","404.33M","0.00%"
"06/25/1996","0.18","0.20","0.20","0.18","246.96M","-10.00%"
"06/24/1996","0.20","0.20","0.20","0.20","122.76M","0.00%"
"06/21/1996","0.20","0.20","0.20","0.20","161.85M","0.00%"
"06/20/1996","0.20","0.21","0.21","0.20","147.09M","-4.76%"
"06/19/1996","0.21","0.21","0.21","0.20","134.47M","5.00%"
"06/18/1996","0.20","0.21","0.21","0.20","223.23M","-4.76%"
"06/17/1996","0.21","0.22","0.22","0.21","112.93M","0.00%"
"06/14/1996","0.21","0.22","0.22","0.21","144.96M","-4.55%"
"06/13/1996","0.22","0.22","0.22","0.21","191.42M","0.00%"
"06/12/1996","0.22","0.22","0.22","0.21","151.92M","4.76%"
"06/11/1996","0.21","0.22","0.22","0.21","153.06M","-4.55%"
"06/10/1996","0.22","0.22","0.22","0.21","106.37M","0.00%"
"06/07/1996","0.22","0.21","0.22","0.21","267.77M","0.00%"
"06/06/1996","0.22","0.22","0.23","0.22","362.10M","0.00%"
"06/05/1996","0.22","0.23","0.23","0.22","510.10M","0.00%"
"06/04/1996","0.22","0.21","0.22","0.21","762.24M","0.00%"
"06/03/1996","0.22","0.23","0.23","0.22","125.46M","-4.35%"
"05/31/1996","0.23","0.23","0.24","0.23","162.65M","0.00%"
"05/30/1996","0.23","0.22","0.23","0.22","103.47M","4.55%"
"05/29/1996","0.22","0.23","0.23","0.22","219.52M","-8.33%"
"05/28/1996","0.24","0.24","0.24","0.24","101.85M","0.00%"
"05/24/1996","0.24","0.23","0.24","0.23","113.24M","4.35%"
"05/23/1996","0.23","0.23","0.24","0.23","124.05M","0.00%"
"05/22/1996","0.23","0.24","0.24","0.23","201.88M","-4.17%"
"05/21/1996","0.24","0.25","0.25","0.24","114.39M","-4.00%"
"05/20/1996","0.25","0.25","0.25","0.25","84.52M","0.00%"
"05/17/1996","0.25","0.25","0.25","0.25","123.30M","0.00%"
"05/16/1996","0.25","0.25","0.26","0.25","130.08M","0.00%"
"05/15/1996","0.25","0.25","0.26","0.25","292.37M","0.00%"
"05/14/1996","0.25","0.25","0.25","0.25","197.62M","4.17%"
"05/13/1996","0.24","0.24","0.25","0.24","187.02M","0.00%"
"05/10/1996","0.24","0.23","0.24","0.23","110.59M","4.35%"
"05/09/1996","0.23","0.24","0.24","0.23","98.08M","-4.17%"
"05/08/1996","0.24","0.24","0.24","0.23","186.79M","0.00%"
"05/07/1996","0.24","0.24","0.24","0.23","353.54M","4.35%"
"05/06/1996","0.23","0.22","0.23","0.22","289.49M","9.52%"
"05/03/1996","0.21","0.22","0.22","0.21","108.46M","0.00%"
"05/02/1996","0.21","0.22","0.22","0.21","188.31M","-4.55%"
"05/01/1996","0.22","0.22","0.22","0.22","112.71M","0.00%"
"04/30/1996","0.22","0.22","0.22","0.22","136.66M","0.00%"
"04/29/1996","0.22","0.22","0.22","0.22","121.05M","0.00%"
"04/26/1996","0.22","0.22","0.22","0.22","188.87M","0.00%"
"04/25/1996","0.22","0.22","0.22","0.22","174.41M","0.00%"
"04/24/1996","0.22","0.22","0.22","0.22","128.34M","0.00%"
"04/23/1996","0.22","0.22","0.23","0.22","169.89M","0.00%"
"04/22/1996","0.22","0.23","0.23","0.22","111.12M","0.00%"
"04/19/1996","0.22","0.22","0.22","0.22","101.80M","0.00%"
"04/18/1996","0.22","0.23","0.23","0.22","217.25M","-4.35%"
"04/17/1996","0.23","0.23","0.23","0.22","85.41M","0.00%"
"04/16/1996","0.23","0.23","0.23","0.23","101.42M","0.00%"
"04/15/1996","0.23","0.23","0.23","0.22","154.08M","0.00%"
"04/12/1996","0.23","0.23","0.23","0.23","81.44M","0.00%"
"04/11/1996","0.23","0.23","0.23","0.23","98.27M","0.00%"
"04/10/1996","0.23","0.23","0.24","0.23","174.76M","0.00%"
"04/09/1996","0.23","0.22","0.24","0.22","235.08M","4.55%"
"04/08/1996","0.22","0.21","0.22","0.21","168.83M","0.00%"
"04/04/1996","0.22","0.22","0.22","0.21","86.05M","0.00%"
"04/03/1996","0.22","0.22","0.22","0.22","72.24M","0.00%"
"04/02/1996","0.22","0.23","0.23","0.22","101.44M","-4.35%"
"04/01/1996","0.23","0.22","0.23","0.22","158.64M","4.55%"
"03/29/1996","0.22","0.22","0.22","0.21","166.52M","0.00%"
"03/28/1996","0.22","0.22","0.23","0.22","295.89M","-4.35%"
"03/27/1996","0.23","0.21","0.23","0.21","429.30M","9.52%"
"03/26/1996","0.21","0.21","0.22","0.21","160.80M","0.00%"
"03/25/1996","0.21","0.23","0.23","0.21","164.37M","-8.70%"
"03/22/1996","0.23","0.23","0.23","0.22","107.56M","4.55%"
"03/21/1996","0.22","0.23","0.23","0.22","109.98M","-4.35%"
"03/20/1996","0.23","0.23","0.23","0.22","115.99M","0.00%"
"03/19/1996","0.23","0.24","0.24","0.23","124.36M","0.00%"
"03/18/1996","0.23","0.23","0.23","0.23","109.13M","0.00%"
"03/15/1996","0.23","0.23","0.23","0.23","101.38M","0.00%"
"03/14/1996","0.23","0.23","0.23","0.23","93.36M","0.00%"
"03/13/1996","0.23","0.23","0.23","0.23","99.68M","0.00%"
"03/12/1996","0.23","0.23","0.24","0.23","96.15M","0.00%"
"03/11/1996","0.23","0.23","0.24","0.23","127.01M","0.00%"
"03/08/1996","0.23","0.23","0.23","0.22","149.02M","0.00%"
"03/07/1996","0.23","0.23","0.24","0.23","260.06M","0.00%"
"03/06/1996","0.23","0.24","0.24","0.23","99.05M","-4.17%"
"03/05/1996","0.24","0.24","0.24","0.23","115.08M","4.35%"
"03/04/1996","0.23","0.24","0.24","0.23","187.56M","-4.17%"
"03/01/1996","0.24","0.25","0.25","0.24","231.13M","-4.00%"
"02/29/1996","0.25","0.25","0.25","0.24","112.88M","0.00%"
"02/28/1996","0.25","0.26","0.26","0.25","187.91M","-3.85%"
"02/27/1996","0.26","0.27","0.27","0.25","149.16M","0.00%"
"02/26/1996","0.26","0.27","0.27","0.26","118.28M","-3.70%"
"02/23/1996","0.27","0.27","0.27","0.26","173.29M","0.00%"
"02/22/1996","0.27","0.27","0.27","0.26","184.18M","3.85%"
"02/21/1996","0.26","0.26","0.27","0.26","221.84M","0.00%"
"02/20/1996","0.26","0.25","0.26","0.25","376.91M","4.00%"
"02/16/1996","0.25","0.25","0.25","0.25","156.44M","0.00%"
"02/15/1996","0.25","0.25","0.25","0.24","122.08M","0.00%"
"02/14/1996","0.25","0.25","0.25","0.24","163.18M","0.00%"
"02/13/1996","0.25","0.25","0.26","0.25","228.50M","0.00%"
"02/12/1996","0.25","0.25","0.25","0.25","194.28M","0.00%"
"02/09/1996","0.25","0.25","0.25","0.25","205.69M","0.00%"
"02/08/1996","0.25","0.25","0.25","0.25","263.17M","0.00%"
"02/07/1996","0.25","0.27","0.27","0.25","360.56M","-3.85%"
"02/06/1996","0.26","0.26","0.27","0.26","226.22M","0.00%"
"02/05/1996","0.26","0.27","0.27","0.26","318.73M","0.00%"
"02/02/1996","0.26","0.26","0.26","0.26","555.98M","4.00%"
"02/01/1996","0.25","0.25","0.25","0.25","333.04M","0.00%"
"01/31/1996","0.25","0.25","0.25","0.24","328.06M","4.17%"
"01/30/1996","0.24","0.24","0.25","0.24","622.84M","-7.69%"
"01/29/1996","0.26","0.26","0.27","0.26","332.60M","-3.70%"
"01/26/1996","0.27","0.27","0.28","0.26","735.75M","0.00%"
"01/25/1996","0.27","0.28","0.29","0.27","445.20M","-6.90%"
"01/24/1996","0.29","0.29","0.29","0.28","655.67M","3.57%"
"01/23/1996","0.28","0.30","0.30","0.28","988.29M","3.70%"
"01/22/1996","0.27","0.27","0.28","0.26","499.74M","0.00%"
"01/19/1996","0.27","0.28","0.28","0.26","829.22M","-6.90%"
"01/18/1996","0.29","0.29","0.30","0.27","698.38M","-3.33%"
"01/17/1996","0.30","0.31","0.31","0.30","236.40M","-3.23%"
"01/16/1996","0.31","0.31","0.31","0.30","352.85M","3.33%"
"01/15/1996","0.30","0.30","0.31","0.30","363.07M","0.00%"
"01/12/1996","0.30","0.31","0.31","0.30","401.86M","-3.23%"
"01/11/1996","0.31","0.29","0.31","0.29","756.73M","0.00%"
"01/10/1996","0.31","0.29","0.31","0.29","365.43M","6.90%"
"01/09/1996","0.29","0.31","0.31","0.29","251.22M","-6.45%"
"01/08/1996","0.31","0.31","0.32","0.30","121.34M","0.00%"
"01/05/1996","0.31","0.28","0.31","0.28","446.04M","10.71%"
"01/04/1996","0.28","0.29","0.29","0.28","300.18M","-3.45%"
"01/03/1996","0.29","0.29","0.29","0.28","429.83M","0.00%"
"01/02/1996","0.29","0.29","0.29","0.28","139.29M","3.57%"
"12/29/1995","0.28","0.29","0.29","0.28","304.14M","-3.45%"
"12/28/1995","0.29","0.29","0.29","0.28","250.00M","0.00%"
"12/27/1995","0.29","0.29","0.30","0.28","268.57M","0.00%"
"12/26/1995","0.29","0.29","0.29","0.28","139.51M","0.00%"
"12/22/1995","0.29","0.29","0.29","0.29","234.66M","0.00%"
"12/21/1995","0.29","0.29","0.29","0.28","332.88M","0.00%"
"12/20/1995","0.29","0.30","0.30","0.29","365.74M","0.00%"
"12/19/1995","0.29","0.29","0.30","0.29","430.86M","0.00%"
"12/18/1995","0.29","0.31","0.31","0.28","671.87M","-6.45%"
"12/15/1995","0.31","0.32","0.33","0.31","726.88M","-8.82%"
"12/14/1995","0.34","0.35","0.35","0.34","333.50M","0.00%"
"12/13/1995","0.34","0.34","0.35","0.33","684.90M","0.00%"
"12/12/1995","0.34","0.34","0.34","0.34","177.55M","0.00%"
"12/11/1995","0.34","0.35","0.35","0.34","111.65M","-2.86%"
"12/08/1995","0.35","0.35","0.35","0.34","141.36M","2.94%"
"12/07/1995","0.34","0.35","0.35","0.34","141.93M","-2.86%"
"12/06/1995","0.35","0.35","0.36","0.34","201.11M","0.00%"
"12/05/1995","0.35","0.34","0.36","0.34","363.60M","0.00%"
"12/04/1995","0.35","0.36","0.36","0.35","480.68M","2.94%"
"12/01/1995","0.34","0.34","0.34","0.33","204.21M","0.00%"
"11/30/1995","0.34","0.35","0.35","0.34","174.85M","-2.86%"
"11/29/1995","0.35","0.36","0.36","0.35","105.27M","-2.78%"
